Division,Line,Station_Name,Route_1,Route_2,Route_3,Route_4,Route_5,Route_6,Route_7,Route_8,Route_9,Route_10,Route_11,ADA,ADA_Notes,Free_Crossover,Entrance_Type,Entry,Exit_Only,Entrance_Staffing,North_South_Street,East_West_Street,Corner,Latitude,Longitude
IRT,Flushing,46 St-Bliss St,7,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,46th St,Queens Blvd,SE,40743064,-73918601
IRT,Flushing,46 St-Bliss St,7,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,46th St,Queens Blvd,NW,40743240,-73918813
IRT,Flushing,46 St-Bliss St,7,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,46th St,Queens Blvd,SW,40743105,-73918848
IRT,Flushing,46 St-Bliss St,7,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,47th St,Queens Blvd,NW,40743134,-73917895
IRT,Flushing,46 St-Bliss St,7,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,47th St,Queens Blvd,SW,40742987,-73917936
IRT,Flushing,5 Av,B,D,F,M,7,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,5th Av,42nd St,SW,40753409,-73981130
IRT,Flushing,5 Av,B,D,F,M,7,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,5th-6th Avs,42nd St,S,40754175,-73982871
IRT,Flushing,5 Av,B,D,F,M,7,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,5th-6th Avs,42nd St,S,40754213,-73982984
IRT,Flushing,52 St,7,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,52nd St,Roosevelt Av,SW,40743933,-73913003
IRT,Flushing,52 St,7,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,52nd St,Roosevelt Av,NW,40744067,-73913080
IRT,Flushing,52 St,7,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,53rd St,Roosevelt Av,SE,40744453,-73911282
IRT,Flushing,52 St,7,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,53rd St,Roosevelt Av,NE,40744590,-73911294
IRT,Flushing,69 St,7,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,69th St,Roosevelt Av,NE,40746509,-73896268
IRT,Flushing,69 St,7,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,69th St,Roosevelt Av,SW,40746148,-73896396
IRT,Flushing,74 St-Broadway,E,F,M,R,7,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,74th St,Roosevelt Av,NE,40747025,-73891413
IRT,Flushing,82 St-Jackson Hts,7,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,82nd St,Roosevelt Av,NE,40747812,-73883876
IRT,Flushing,82 St-Jackson Hts,7,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,82nd St,Roosevelt Av,SW,40747453,-73883973
IRT,Flushing,82 St-Jackson Hts,7,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,82nd St,Roosevelt Av,NW,40747797,-73884028
IRT,Flushing,90 St-Elmhurst Av,7,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,90th St,Roosevelt Av,SE,40748318,-73876432
IRT,Flushing,90 St-Elmhurst Av,7,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,90th St,Roosevelt Av,NE,40748590,-73876461
IRT,Flushing,90 St-Elmhurst Av,7,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,90th St,Roosevelt Av,NW,40748582,-73876591
IRT,Flushing,Court Sq,E,G,M,7,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,23rd St,45th Rd,NE,40746232,-73945322
IRT,Flushing,Court Sq,E,G,M,7,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,23rd St,45th Rd,SE,40746130,-73945349
IRT,Flushing,Court Sq,E,G,M,7,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,23rd St,45th Rd,NW,40746308,-73945713
IRT,Flushing,Flushing-Main St,7,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,PART,Main St,Roosevelt Av,SE,40759946,-73828414
IRT,Flushing,Flushing-Main St,7,,,,,,,,,,,TRUE,,TRUE,Escalator,YES,,PART,Main St,Roosevelt Av,NE,40760048,-73828444
IRT,Flushing,Flushing-Main St,7,,,,,,,,,,,TRUE,,TRUE,Escalator,YES,,PART,Main St,Roosevelt Av,SE,40759895,-73828573
IRT,Flushing,Flushing-Main St,7,,,,,,,,,,,TRUE,,TRUE,Escalator,YES,,PART,Main St,Roosevelt Av,NE,40760004,-73828630
IRT,Flushing,Flushing-Main St,7,,,,,,,,,,,TRUE,,TRUE,Elevator,YES,,PART,Main St,Roosevelt Av,NE,40759908,-73829019
IRT,Flushing,Flushing-Main St,7,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Main St,Roosevelt Av,SE,40759542,-73829885
IRT,Flushing,Flushing-Main St,7,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Main St,Roosevelt Av,SE,40759451,-73829927
IRT,Flushing,Flushing-Main St,7,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Main St,Roosevelt Av,NE,40759706,-73829943
IRT,Flushing,Flushing-Main St,7,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Main St,Roosevelt Av,SW,40759404,-73830333
IRT,Flushing,Flushing-Main St,7,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Main St,Roosevelt Av,NW,40759587,-73830408
IRT,Flushing,Grand Central-42 St,GS,4,5,6,7,,,,,,,TRUE,,TRUE,Easement,YES,,NONE,3rd Av,42nd St,SW,40750851,-73975078
IRT,Flushing,Hunters Point Av,7,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,21st St,49th Av,NE,40742405,-73948110
IRT,Flushing,Hunters Point Av,7,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,21st St,49th Av,NE,40742422,-73948195
IRT,Flushing,Hunters Point Av,7,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,21st St,49th Av,NE,40742500,-73948609
IRT,Flushing,Junction Blvd,7,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Junction Blvd,Roosevelt Av,SE,40749095,-73869120
IRT,Flushing,Junction Blvd,7,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Junction Blvd,Roosevelt Av,NE,40749266,-73869220
IRT,Flushing,Junction Blvd,7,,,,,,,,,,,TRUE,,TRUE,Elevator,YES,,NONE,Junction Blvd,Roosevelt Av,NE,40749263,-73869376
IRT,Flushing,Junction Blvd,7,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Junction Blvd,Roosevelt Av,SW,40749028,-73869574
IRT,Flushing,Junction Blvd,7,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Junction Blvd,Roosevelt Av,NW,40749213,-73869696
IRT,Flushing,Mets-Willets Point,7,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,126th St,Roosevelt Av,NW,40754768,-73845598
IRT,Flushing,Mets-Willets Point,7,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,126th St,Roosevelt Av,SW,40754394,-73845832
IRT,Flushing,Mets-Willets Point,7,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,126th St,Roosevelt Av,NW,40754657,-73846014
IRT,Flushing,Queensboro Plaza,N,Q,7,,,,,,,,,FALSE,,TRUE,Easement,YES,,FULL,Queens Plaza N,27th St,NW,40750835,-73939671
IRT,Flushing,Queensboro Plaza,N,Q,7,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Queens Plaza S,27th St,SW,40750302,-73940245
IRT,Flushing,Vernon Blvd-Jackson Av,7,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Jackson Av,50th Av,NE,40742496,-73952482
IRT,Flushing,Vernon Blvd-Jackson Av,7,,,,,,,,,,,FALSE,,FALSE,Stair,NO,YES,NONE,Jackson Av,50th Av,SE,40742351,-73952723
IRT,Flushing,Vernon Blvd-Jackson Av,7,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Jackson Av,50th Av,NW,40742593,-73952850
IRT,Flushing,Vernon Blvd-Jackson Av,7,,,,,,,,,,,FALSE,,FALSE,Stair,NO,YES,NONE,Jackson Av,50th Av,SW,40742432,-73953156
IRT,Flushing,Vernon Blvd-Jackson Av,7,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Vernon Blvd,50th Av,NE,40742759,-73953893
IRT,Flushing,Vernon Blvd-Jackson Av,7,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Vernon Blvd,50th Av,NE,40742803,-73953955
IRT,Flushing,Vernon Blvd-Jackson Av,7,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Vernon Blvd,50th Av,SW,40742654,-73954232
IRT,Flushing,Vernon Blvd-Jackson Av,7,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Vernon Blvd,50th Av,SW,40742588,-73954252
IRT,Flushing,Woodside-61 St,7,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,61st St,Roosevelt Av,NE,40745717,-73903063
IRT,Flushing,Woodside-61 St,7,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,61st St,Roosevelt Av,NE,40745692,-73903234
IRT,Flushing,Woodside-61 St,7,,,,,,,,,,,TRUE,,TRUE,Escalator,YES,,FULL,61st St,Roosevelt Av,SE,40745531,-73903248
IRT,Jerome,138 St-Grand Concourse,4,5,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Grand Concourse,East 138th St,NE,40813091,-73929689
IRT,Jerome,138 St-Grand Concourse,4,5,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Grand Concourse,East 138th St,,40813363,-73929847
IRT,Jerome,138 St-Grand Concourse,4,5,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Grand Concourse,East 138th S,,40813328,-73930004
IRT,Jerome,149 St-Grand Concourse,2,4,5,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Grand Concourse,149th St,SE,40818405,-73927101
IRT,Jerome,149 St-Grand Concourse,2,4,5,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Grand Concourse,149th St,SE,40818281,-73927251
IRT,Jerome,149 St-Grand Concourse,2,4,5,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Grand Concourse,149th St,SW,40818373,-73927609
IRT,Jerome,149 St-Grand Concourse,2,4,5,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Grand Concourse,149th St,SW,40818259,-73927659
IRT,Jerome,161 St-Yankee Stadium,B,D,4,,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,River A,E 161 St,E,40827707,-73925900
IRT,Jerome,161 St-Yankee Stadium,B,D,4,,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,River Av,161st St,NE,40827854,-73925745
IRT,Jerome,161 St-Yankee Stadium,B,D,4,,,,,,,,,TRUE,,TRUE,Elevator,YES,,NONE,River Av,161st St,SE,40827685,-73925842
IRT,Jerome,161 St-Yankee Stadium,B,D,4,,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,River Av,161st St,NW,40827942,-73926000
IRT,Jerome,161 St-Yankee Stadium,B,D,4,,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,River Av,161st St,SW,40827759,-73926100
IRT,Jerome,167 St,4,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,River Av,167th St,NW,40835726,-73921059
IRT,Jerome,167 St,4,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,River Av,167th St,SE,40835600,-73921131
IRT,Jerome,167 St,4,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,River Av,167th St,NE,40835873,-73921490
IRT,Jerome,167 St,4,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,River Av,167th St,SW,40835746,-73921562
IRT,Jerome,170 St,4,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Jerome Av,170th St,SE,40840076,-73917648
IRT,Jerome,170 St,4,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Jerome Av,170th St,SE,40839877,-73917791
IRT,Jerome,170 St,4,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Jerome Av,170th St,SW,40839960,-73918018
IRT,Jerome,176 St,4,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Jerome Av,176th St,SE,40848501,-73911633
IRT,Jerome,176 St,4,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Jerome Av,176th St,NW,40848385,-73912003
IRT,Jerome,183 St,4,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Jerome Av,183rd St,NE,40858453,-73903690
IRT,Jerome,183 St,4,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Jerome Av,183rd St,NW,40858477,-73904088
IRT,Jerome,183 St,4,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Jerome Av,183rd St,SW,40858267,-73904099
IRT,Jerome,Bedford Pk Blvd-Lehman College,4,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Jerome Av,Bedford Park Blvd,SW,40873528,-73889754
IRT,Jerome,Burnside Av,4,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Jerome Av,Burnside Av,SE,40853596,-73907393
IRT,Jerome,Burnside Av,4,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Jerome Av,Burnside Av,SW,40853670,-73907654
IRT,Jerome,Burnside Av,4,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Jerome Av,Burnside Av,SE,40853181,-73907782
IRT,Jerome,Burnside Av,4,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Jerome Av,Burnside Av,SW,40853313,-73907977
IRT,Jerome,Fordham Rd,4,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Jerome Av,Fordham Rd,NE,40862814,-73900815
IRT,Jerome,Fordham Rd,4,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Jerome Av,Fordham Rd,SE,40862592,-73900970
IRT,Jerome,Fordham Rd,4,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Jerome Av,Fordham Rd,NW,40862890,-73901262
IRT,Jerome,Fordham Rd,4,,,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Jerome Av,Fordham Rd,SW,40862562,-73901367
IRT,Jerome,Kingsbridge Rd,4,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Jerome Av,Kingsbridge Rd,NE,40867766,-73897039
IRT,Jerome,Kingsbridge Rd,4,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Jerome Av,Kingsbridge Rd,NE,40867620,-73897152
IRT,Jerome,Kingsbridge Rd,4,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Jerome Av,Kingsbridge Rd,NW,40867606,-73897418
IRT,Jerome,Mosholu Pkwy,4,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Jerome Av,Mosholu Pkwy,SE,40879899,-73884244
IRT,Jerome,Mosholu Pkwy,4,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Jerome Av,Mosholu Pkwy,SW,40880077,-73884470
IRT,Jerome,Mosholu Pkwy,4,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Jerome Av,Mosholu Pkwy,SE,40879343,-73884880
IRT,Jerome,Mosholu Pkwy,4,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Jerome Av,Mosholu Pkwy,SW,40879503,-73885138
IRT,Jerome,Mt Eden Av,4,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Jerome Av,Mt Eden Av,NE,40844389,-73914578
IRT,Jerome,Mt Eden Av,4,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Jerome Av,Cross Bronx Expwy,SW,40844702,-73914650
IRT,Jerome,Woodlawn,4,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Jerome Av,Bainbridge Av,SE,40886737,-73878120
IRT,Jerome,Woodlawn,4,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Jerome Av,Bainbridge Av,SW,40886819,-73878376
IRT,Lenox,116 St,2,3,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Lenox Av,116th St,NE,40802111,-73949437
IRT,Lenox,116 St,2,3,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Lenox Av,116th St,SE,40801822,-73949651
IRT,Lenox,116 St,2,3,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Lenox Av,116th St,NW,40802229,-73949734
IRT,Lenox,116 St,2,3,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Lenox Av,116th St,SW,40801945,-73949943
IRT,Lenox,125 St,2,3,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Lenox Av,125th St,NE,40807875,-73945229
IRT,Lenox,125 St,2,3,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Lenox Av,125th St,SE,40807548,-73945463
IRT,Lenox,125 St,2,3,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Lenox Av,125th St,NW,40807995,-73945524
IRT,Lenox,125 St,2,3,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Lenox Av,125th St,SW,40807681,-73945752
IRT,Lenox,135 St,2,3,,,,,,,,,,TRUE,,FALSE,Stair,YES,,NONE,Lenox Av,135th St,NE,40814188,-73940618
IRT,Lenox,135 St,2,3,,,,,,,,,,TRUE,,FALSE,Stair,YES,,NONE,Lenox Av,135th St,SE,40813896,-73940831
IRT,Lenox,135 St,2,3,,,,,,,,,,TRUE,,FALSE,Stair,YES,,FULL,Lenox Av,135th St,NW,40814316,-73940910
IRT,Lenox,135 St,2,3,,,,,,,,,,TRUE,,FALSE,Stair,YES,,FULL,Lenox Av,135th St,SW,40814024,-73941117
IRT,Lenox,145 St,3,,,,,,,,,,,FALSE,,FALSE,Stair,NO,YES,NONE,Lenox Av,145th St,NE,40820602,-73935933
IRT,Lenox,145 St,3,,,,,,,,,,,FALSE,,FALSE,Stair,NO,YES,NONE,Lenox Av,145th St,SE,40820161,-73936253
IRT,Lenox,145 St,3,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Lenox Av,145th St,NW,40820662,-73936275
IRT,Lenox,145 St,3,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Lenox Av,145th St,SW,40820343,-73936508
IRT,Lenox,Central Park North (110 St),2,3,,,,,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Lenox Av,111th St,NW,40799033,-73952058
IRT,Lenox,Central Park North (110 St),2,3,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,St Nicholas Av,Central Park N,NW,40798497,-73952672
IRT,Lenox,Harlem-148 St,3,,,,,,,,,,,FALSE,,TRUE,Door,YES,,FULL,Adam C Powell Blvd,149th St,NE,40824069,-73936981
IRT,Lexington,103 St,6,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Lexington Av,103rd St,SE,40790193,-73947649
IRT,Lexington,103 St,6,,,,,,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Lexington Av,103rd St,SW,40790279,-73947856
IRT,Lexington,110 St,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Lexington Av,110th St,NE,40794811,-73944235
IRT,Lexington,110 St,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Lexington Av,110th St,SE,40794682,-73944319
IRT,Lexington,110 St,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Lexington Av,110th St,NW,40794927,-73944502
IRT,Lexington,110 St,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Lexington Av,110th St,SW,40794804,-73944613
IRT,Lexington,116 St,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Lexington Av,116th St,NE,40798742,-73941406
IRT,Lexington,116 St,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Lexington Av,116th St,NW,40798852,-73941600
IRT,Lexington,116 St,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Lexington Av,116th St,SE,40798404,-73941647
IRT,Lexington,116 St,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Lexington Av,116th St,SW,40798466,-73941882
IRT,Lexington,125 St,4,5,6,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Lexington Av,125th St,NE,40804517,-73937186
IRT,Lexington,125 St,4,5,6,,,,,,,,,TRUE,,TRUE,Elevator,YES,,FULL,Lexington Av,125th St,NE,40804407,-73937234
IRT,Lexington,125 St,4,5,6,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Lexington Av,125th St,NW,40804597,-73937400
IRT,Lexington,125 St,4,5,6,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Lexington Av,125th St,SE,40804164,-73937444
IRT,Lexington,125 St,4,5,6,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Lexington Av,125th St,SW,40804251,-73937658
IRT,Lexington,14 St-Union Sq,L,N,Q,R,4,5,6,,,,,FALSE,456 not ADA,TRUE,Easement,YES,,FULL,4th Av,14th St,NE,40734406,-73989437
IRT,Lexington,14 St-Union Sq,L,N,Q,R,4,5,6,,,,,FALSE,456 not ADA,TRUE,Stair,YES,,FULL,4th Av,14th St,SE,40734180,-73989549
IRT,Lexington,14 St-Union Sq,L,N,Q,R,4,5,6,,,,,FALSE,456 not ADA,TRUE,Stair,YES,,FULL,4th Av,14th St,SE,40734222,-73989674
IRT,Lexington,14 St-Union Sq,L,N,Q,R,4,5,6,,,,,FALSE,456 not ADA,TRUE,Stair,YES,,NONE,4th Av,14th St,SW,40734444,-73990184
IRT,Lexington,14 St-Union Sq,L,N,Q,R,4,5,6,,,,,FALSE,456 not ADA,TRUE,Stair,YES,,NONE,4th Av,14th St,SW,40734495,-73990311
IRT,Lexington,23 St,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Park Av,23rd St,NE,40740180,-73986006
IRT,Lexington,23 St,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Park Av,23rd St,SE,40740008,-73986233
IRT,Lexington,23 St,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Park Av,23rd St,SE,40739984,-73986343
IRT,Lexington,23 St,6,,,,,,,,,,,FALSE,,FALSE,Easement,YES,,NONE,Park Av,23rd St,NW,40740419,-73986452
IRT,Lexington,23 St,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Park Av,22nd St,NE,40739477,-73986562
IRT,Lexington,23 St,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Park Av,23rd St,SW,40740097,-73986601
IRT,Lexington,23 St,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Park Av,23rd St,SW,40740180,-73986617
IRT,Lexington,23 St,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Park Av,22nd St,NW,40739674,-73987040
IRT,Lexington,23 St,6,,,,,,,,,,,FALSE,,FALSE,Easement,YES,,NONE,Park Av,22nd St,SW,40739501,-73987134
IRT,Lexington,28 St,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Park Av,28th St,NE,40743257,-73983738
IRT,Lexington,28 St,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Park Av,28th St,SE,40743128,-73983806
IRT,Lexington,28 St,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Park Av,28th St,NE,40743304,-73983857
IRT,Lexington,28 St,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Park Av,28th St,SE,40743167,-73983896
IRT,Lexington,28 St,6,,,,,,,,,,,FALSE,,FALSE,Easement,YES,,NONE,Park Av,28th St,NW,40743484,-73984280
IRT,Lexington,28 St,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Park Av,28th St,SW,40743351,-73984302
IRT,Lexington,28 St,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Park Av,28th St,SW,40743394,-73984409
IRT,Lexington,33 St,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Park Av,33rd St,NE,40746550,-73981533
IRT,Lexington,33 St,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Park Av,33rd St,SE,40746242,-73981600
IRT,Lexington,33 St,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,FULL,Park Av,33rd St,SE,40746263,-73981663
IRT,Lexington,33 St,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Park Av,33rd St,NW,40746632,-73981882
IRT,Lexington,33 St,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Park Av,32nd St,SE,40745641,-73982103
IRT,Lexington,33 St,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Park Av,33rd St,SW,40746447,-73982147
IRT,Lexington,33 St,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Park Av,32nd St,SE,40745585,-73982198
IRT,Lexington,33 St,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Park Av,32nd St,SW,40745723,-73982531
IRT,Lexington,33 St,6,,,,,,,,,,,FALSE,,FALSE,Stair,YES,,NONE,Park Av,32nd St,SW,40745821,-73982576
IRT,Lexington,51 St,E,M,6,,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,Lexington Av,51st St,NE,40757059,-73971570
IRT,Lexington,51 St,E,M,6,,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,Lexington Av,51st St,SE,40756964,-73971712
IRT,Lexington,51 St,E,M,6,,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,Lexington Av,51st St,NE,40757126,-73971721
IRT,Lexington,51 St,E,M,6,,,,,,,,,TRUE,,TRUE,Stair,YES,,NONE,Lexington Av,51st St,SE,40756999,-73971803
IRT,Lexington,51 St,E,M,6,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Lexington Av,51st St,NW,40757298,-73971939
IRT,Lexington,51 St,E,M,6,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Lexington Av,51st St,NW,40757293,-73972108
IRT,Lexington,51 St,E,M,6,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Lexington Av,51st St,SW,40757123,-73972117
IRT,Lexington,51 St,E,M,6,,,,,,,,,TRUE,,TRUE,Stair,YES,,FULL,Lexington Av,51st St,SW,40757157,-73972196
IRT,Lexington,51 St,E,M,6,,,,,,,,,TRUE,,TRUE,Easement,YES,,NONE,Lexington Av,50th St,NW,40756686,-73972510
IRT,Lexington,59 St,N,Q,R,4,5,6,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Lexington Av,60th St,NE,40762835,-73967554
IRT,Lexington,59 St,N,Q,R,4,5,6,,,,,,FALSE,,TRUE,Easement,YES,,NONE,Lexington Av,60th St,SE,40762660,-73967625
IRT,Lexington,59 St,N,Q,R,4,5,6,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Lexington Av,59th St,SE,40762069,-73968016
IRT,Lexington,59 St,N,Q,R,4,5,6,,,,,,FALSE,,TRUE,Stair,YES,,FULL,Lexington Av,E 60th St,SW,40762836,-73968040
IRT,Lexington,59 St,N,Q,R,4,5,6,,,,,,FALSE,,TRUE,Stair,YES,,NONE,Lexington Av,59th St,NW,40762414,-73968371
