PLAZAID,DATE,ETC,CASH
1,5/28/2010,"59,588","34,799"
2,5/28/2010,"77,653","24,378"
3,5/28/2010,"95,085","40,841"
4,5/28/2010,"57,865","13,218"
5,5/28/2010,"20,535","4,455"
6,5/28/2010,"19,776","5,076"
7,5/28/2010,"69,270","16,991"
8,5/28/2010,"41,617","8,822"
9,5/28/2010,"85,545","29,716"
11,5/28/2010,"89,293","23,069"
1,5/27/2010,"57,581","29,030"
2,5/27/2010,"81,754","22,661"
3,5/27/2010,"96,011","36,199"
4,5/27/2010,"62,510","12,270"
5,5/27/2010,"20,597","4,236"
6,5/27/2010,"19,274","4,783"
7,5/27/2010,"76,872","16,464"
8,5/27/2010,"46,952","8,601"
9,5/27/2010,"83,282","25,436"
11,5/27/2010,"84,563","19,630"
1,5/26/2010,"57,155","28,382"
2,5/26/2010,"80,446","22,086"
3,5/26/2010,"95,237","36,334"
4,5/26/2010,"60,712","11,267"
5,5/26/2010,"22,738","5,358"
6,5/26/2010,"21,388","7,691"
7,5/26/2010,"74,956","15,728"
8,5/26/2010,"46,248","7,786"
9,5/26/2010,"81,233","24,905"
11,5/26/2010,"83,094","18,279"
1,5/25/2010,"55,225","28,007"
2,5/25/2010,"76,244","20,523"
3,5/25/2010,"91,777","34,768"
4,5/25/2010,"57,888","10,826"
5,5/25/2010,"20,671","4,460"
6,5/25/2010,"19,564","5,198"
7,5/25/2010,"71,182","14,540"
8,5/25/2010,"45,217","7,384"
9,5/25/2010,"78,195","24,236"
11,5/25/2010,"80,522","17,804"
1,5/24/2010,"53,174","28,889"
2,5/24/2010,"71,481","19,679"
3,5/24/2010,"88,089","34,770"
4,5/24/2010,"53,972","10,110"
5,5/24/2010,"19,093","3,872"
6,5/24/2010,"17,941","4,143"
7,5/24/2010,"67,485","14,560"
8,5/24/2010,"39,984","6,499"
9,5/24/2010,"77,151","25,180"
11,5/24/2010,"76,812","17,973"
1,5/23/2010,"45,144","34,466"
2,5/23/2010,"63,320","23,856"
3,5/23/2010,"83,175","43,914"
4,5/23/2010,"49,554","11,936"
5,5/23/2010,"14,215","3,849"
6,5/23/2010,"13,129","4,406"
7,5/23/2010,"56,835","17,271"
8,5/23/2010,"32,193","7,940"
9,5/23/2010,"68,378","30,611"
11,5/23/2010,"66,122","23,649"
1,5/22/2010,"48,672","36,753"
2,5/22/2010,"61,476","25,550"
3,5/22/2010,"87,093","47,194"
4,5/22/2010,"50,412","13,574"
5,5/22/2010,"16,565","4,844"
6,5/22/2010,"16,023","5,572"
7,5/22/2010,"56,012","17,838"
8,5/22/2010,"30,739","8,719"
9,5/22/2010,"75,606","33,015"
11,5/22/2010,"74,187","25,650"
1,5/21/2010,"58,935","32,783"
2,5/21/2010,"81,095","24,845"
3,5/21/2010,"99,188","40,622"
4,5/21/2010,"63,288","13,770"
5,5/21/2010,"21,376","4,846"
6,5/21/2010,"20,536","5,906"
7,5/21/2010,"73,790","17,389"
8,5/21/2010,"44,206","9,185"
9,5/21/2010,"85,513","29,234"
11,5/21/2010,"86,048","21,514"
1,5/20/2010,"55,675","29,018"
2,5/20/2010,"80,933","22,515"
3,5/20/2010,"91,507","35,437"
4,5/20/2010,"59,442","11,588"
5,5/20/2010,"18,275","4,023"
6,5/20/2010,"19,393","4,814"
7,5/20/2010,"74,568","16,165"
8,5/20/2010,"39,724","7,295"
9,5/20/2010,"83,797","25,689"
11,5/20/2010,"79,084","17,897"
1,5/19/2010,"53,389","27,461"
2,5/19/2010,"74,187","20,374"
3,5/19/2010,"88,618","33,211"
4,5/19/2010,"54,894","10,222"
5,5/19/2010,"16,846","3,423"
6,5/19/2010,"18,773","4,249"
7,5/19/2010,"69,149","14,491"
8,5/19/2010,"35,139","5,937"
9,5/19/2010,"78,570","24,346"
11,5/19/2010,"75,381","16,900"
1,5/18/2010,"52,540","26,465"
2,5/18/2010,"72,802","19,604"
3,5/18/2010,"86,973","32,027"
4,5/18/2010,"56,967","10,695"
5,5/18/2010,"18,600","3,544"
6,5/18/2010,"17,903","3,855"
7,5/18/2010,"70,807","14,788"
8,5/18/2010,"42,977","7,404"
9,5/18/2010,"76,214","23,053"
11,5/18/2010,"77,191","16,574"
1,5/17/2010,"55,050","29,160"
2,5/17/2010,"72,451","20,015"
3,5/17/2010,"90,824","35,615"
4,5/17/2010,"56,418","10,747"
5,5/17/2010,"18,993","3,751"
6,5/17/2010,"18,372","4,204"
7,5/17/2010,"69,192","15,341"
8,5/17/2010,"40,475","6,840"
9,5/17/2010,"79,519","25,784"
11,5/17/2010,"76,877","18,494"
1,5/16/2010,"46,465","36,597"
2,5/16/2010,"63,653","24,763"
3,5/16/2010,"85,124","45,416"
4,5/16/2010,"52,381","12,918"
5,5/16/2010,"16,440","4,592"
6,5/16/2010,"13,616","4,964"
7,5/16/2010,"59,220","17,524"
8,5/16/2010,"33,750","8,535"
9,5/16/2010,"71,034","31,760"
11,5/16/2010,"69,294","25,255"
1,5/15/2010,"50,237","37,318"
2,5/15/2010,"64,195","26,299"
3,5/15/2010,"85,380","45,860"
4,5/15/2010,"52,747","14,162"
5,5/15/2010,"16,290","4,670"
6,5/15/2010,"15,962","5,356"
7,5/15/2010,"57,216","18,199"
8,5/15/2010,"32,490","9,106"
9,5/15/2010,"74,695","32,083"
11,5/15/2010,"73,795","25,855"
1,5/14/2010,"57,150","32,550"
2,5/14/2010,"79,287","24,114"
3,5/14/2010,"97,745","38,510"
4,5/14/2010,"62,332","13,195"
5,5/14/2010,"19,102","4,155"
6,5/14/2010,"18,757","4,890"
7,5/14/2010,"72,002","17,220"
8,5/14/2010,"42,673","8,345"
9,5/14/2010,"85,172","29,080"
11,5/14/2010,"84,626","20,663"
1,5/13/2010,"56,213","28,393"
2,5/13/2010,"80,717","21,889"
3,5/13/2010,"94,742","34,989"
4,5/13/2010,"62,612","11,667"
5,5/13/2010,"19,858","4,062"
6,5/13/2010,"19,842","4,568"
7,5/13/2010,"75,722","15,914"
8,5/13/2010,"47,018","8,377"
9,5/13/2010,"85,330","25,620"
11,5/13/2010,"83,381","18,323"
1,5/12/2010,"53,390","27,248"
2,5/12/2010,"76,157","19,995"
3,5/12/2010,"87,879","32,198"
4,5/12/2010,"57,561","10,594"
5,5/12/2010,"18,725","3,439"
6,5/12/2010,"18,151","3,933"
7,5/12/2010,"71,439","14,708"
8,5/12/2010,"43,612","6,918"
9,5/12/2010,"79,197","23,420"
11,5/12/2010,"79,040","16,903"
1,5/11/2010,"53,583","27,689"
2,5/11/2010,"74,651","19,692"
3,5/11/2010,"89,298","33,448"
4,5/11/2010,"57,215","10,395"
5,5/11/2010,"19,111","3,665"
6,5/11/2010,"18,489","4,224"
7,5/11/2010,"70,730","14,199"
8,5/11/2010,"43,073","7,015"
9,5/11/2010,"80,301","24,394"
11,5/11/2010,"79,416","17,206"
1,5/10/2010,"52,328","28,067"
2,5/10/2010,"72,366","20,051"
3,5/10/2010,"89,707","34,840"
4,5/10/2010,"54,762","10,262"
5,5/10/2010,"18,830","3,688"
6,5/10/2010,"17,872","4,153"
7,5/10/2010,"67,707","14,081"
8,5/10/2010,"40,857","6,854"
9,5/10/2010,"80,404","25,163"
11,5/10/2010,"76,904","17,908"
1,5/9/2010,"46,996","35,238"
2,5/9/2010,"67,833","24,029"
3,5/9/2010,"87,738","45,484"
4,5/9/2010,"55,055","12,331"
5,5/9/2010,"15,232","3,900"
6,5/9/2010,"13,680","4,503"
7,5/9/2010,"57,532","15,801"
8,5/9/2010,"36,453","8,019"
9,5/9/2010,"75,776","31,700"
11,5/9/2010,"73,657","26,178"
1,5/8/2010,"46,652","35,833"
2,5/8/2010,"59,376","24,476"
3,5/8/2010,"85,533","44,810"
4,5/8/2010,"49,197","12,680"
5,5/8/2010,"15,893","4,165"
6,5/8/2010,"16,171","5,055"
7,5/8/2010,"54,571","16,758"
8,5/8/2010,"31,571","8,420"
9,5/8/2010,"77,847","32,444"
11,5/8/2010,"76,226","25,218"
1,5/7/2010,"56,352","31,805"
2,5/7/2010,"79,880","23,971"
3,5/7/2010,"97,783","39,108"
4,5/7/2010,"62,671","13,505"
5,5/7/2010,"20,121","4,495"
6,5/7/2010,"19,838","5,157"
7,5/7/2010,"71,582","17,055"
8,5/7/2010,"43,397","8,442"
9,5/7/2010,"83,818","28,932"
11,5/7/2010,"85,810","21,088"
1,5/6/2010,"54,514","28,229"
2,5/6/2010,"79,421","20,976"
3,5/6/2010,"92,590","34,556"
4,5/6/2010,"60,234","11,222"
5,5/6/2010,"19,979","4,036"
6,5/6/2010,"19,307","4,535"
7,5/6/2010,"74,586","15,814"
8,5/6/2010,"45,721","7,655"
9,5/6/2010,"83,582","25,331"
11,5/6/2010,"82,381","18,190"
1,5/5/2010,"53,909","26,897"
2,5/5/2010,"74,582","19,791"
3,5/5/2010,"90,840","33,406"
4,5/5/2010,"58,853","11,311"
5,5/5/2010,"19,957","4,045"
6,5/5/2010,"19,256","4,789"
7,5/5/2010,"72,126","14,850"
8,5/5/2010,"45,000","7,562"
9,5/5/2010,"77,238","24,486"
11,5/5/2010,"80,098","17,598"
1,5/4/2010,"53,243","27,751"
2,5/4/2010,"74,879","20,298"
3,5/4/2010,"87,739","32,727"
4,5/4/2010,"57,807","10,753"
5,5/4/2010,"18,935","3,638"
6,5/4/2010,"18,788","4,413"
7,5/4/2010,"69,130","13,914"
8,5/4/2010,"42,426","6,850"
9,5/4/2010,"78,369","23,902"
11,5/4/2010,"78,786","17,060"
1,5/3/2010,"50,769","27,451"
2,5/3/2010,"68,819","19,922"
3,5/3/2010,"83,700","33,052"
4,5/3/2010,"52,297","10,175"
5,5/3/2010,"17,603","3,433"
6,5/3/2010,"17,854","4,107"
7,5/3/2010,"64,964","13,951"
8,5/3/2010,"40,102","6,637"
9,5/3/2010,"75,573","23,375"
11,5/3/2010,"73,498","17,113"
1,5/2/2010,"44,366","35,664"
2,5/2/2010,"61,456","25,767"
3,5/2/2010,"83,396","45,256"
4,5/2/2010,"51,969","12,602"
5,5/2/2010,"15,058","4,380"
6,5/2/2010,"15,351","5,432"
7,5/2/2010,"57,758","17,168"
8,5/2/2010,"29,499","7,338"
9,5/2/2010,"70,313","32,111"
11,5/2/2010,"60,019","22,422"
1,5/1/2010,"47,908","37,952"
2,5/1/2010,"62,071","26,158"
3,5/1/2010,"83,267","44,917"
4,5/1/2010,"51,904","14,173"
5,5/1/2010,"17,269","5,488"
6,5/1/2010,"18,641","7,070"
7,5/1/2010,"55,838","17,902"
8,5/1/2010,"31,823","8,997"
9,5/1/2010,"76,740","33,782"
11,5/1/2010,"76,050","26,733"
1,4/30/2010,"56,907","32,344"
2,4/30/2010,"79,359","25,139"
3,4/30/2010,"95,090","38,813"
4,4/30/2010,"62,789","14,051"
5,4/30/2010,"19,799","4,405"
6,4/30/2010,"19,560","5,064"
7,4/30/2010,"72,379","16,954"
8,4/30/2010,"43,799","8,539"
9,4/30/2010,"85,026","29,390"
11,4/30/2010,"84,990","21,291"
1,4/29/2010,"54,910","28,348"
2,4/29/2010,"76,707","21,817"
3,4/29/2010,"91,095","33,963"
4,4/29/2010,"60,448","11,263"
5,4/29/2010,"19,418","3,939"
6,4/29/2010,"18,896","4,216"
7,4/29/2010,"75,314","15,985"
8,4/29/2010,"45,598","7,568"
9,4/29/2010,"83,187","24,612"
11,4/29/2010,"81,475","17,773"
1,4/28/2010,"54,097","27,198"
2,4/28/2010,"75,430","19,755"
3,4/28/2010,"89,347","32,569"
4,4/28/2010,"57,237","10,368"
5,4/28/2010,"18,717","3,668"
6,4/28/2010,"18,218","3,974"
7,4/28/2010,"71,015","14,162"
8,4/28/2010,"43,872","7,106"
9,4/28/2010,"79,314","23,376"
11,4/28/2010,"79,531","17,244"
1,4/27/2010,"52,989","26,747"
2,4/27/2010,"71,941","18,930"
3,4/27/2010,"84,615","32,036"
4,4/27/2010,"55,252","9,716"
5,4/27/2010,"18,503","3,523"
6,4/27/2010,"18,089","4,035"
7,4/27/2010,"68,177","13,668"
8,4/27/2010,"42,842","6,810"
9,4/27/2010,"78,750","22,942"
11,4/27/2010,"77,141","16,472"
1,4/26/2010,"50,081","26,834"
2,4/26/2010,"68,656","19,035"
3,4/26/2010,"83,924","32,638"
4,4/26/2010,"53,702","9,848"
5,4/26/2010,"17,357","3,407"
6,4/26/2010,"17,377","3,803"
7,4/26/2010,"65,987","13,974"
8,4/26/2010,"39,577","6,425"
9,4/26/2010,"73,015","22,697"
11,4/26/2010,"72,257","16,173"
1,4/25/2010,"37,728","31,081"
2,4/25/2010,"55,320","20,822"
3,4/25/2010,"73,434","39,108"
4,4/25/2010,"46,826","11,006"
5,4/25/2010,"12,099","3,117"
6,4/25/2010,"11,689","3,567"
7,4/25/2010,"51,053","15,319"
8,4/25/2010,"29,195","6,762"
9,4/25/2010,"60,968","27,890"
11,4/25/2010,"60,444","21,292"
1,4/24/2010,"46,797","36,042"
2,4/24/2010,"60,091","24,334"
3,4/24/2010,"84,531","45,402"
4,4/24/2010,"51,528","13,298"
5,4/24/2010,"15,440","4,250"
6,4/24/2010,"16,910","5,340"
7,4/24/2010,"55,893","17,648"
8,4/24/2010,"31,434","8,368"
9,4/24/2010,"74,417","31,916"
11,4/24/2010,"74,192","25,347"
1,4/23/2010,"56,724","31,890"
2,4/23/2010,"78,140","23,925"
3,4/23/2010,"95,210","39,342"
4,4/23/2010,"62,860","13,436"
5,4/23/2010,"19,330","4,094"
6,4/23/2010,"19,465","4,856"
7,4/23/2010,"70,947","16,988"
8,4/23/2010,"42,605","8,088"
9,4/23/2010,"84,217","28,459"
11,4/23/2010,"84,235","20,696"
1,4/22/2010,"55,159","28,189"
2,4/22/2010,"79,181","21,962"
3,4/22/2010,"91,396","34,412"
4,4/22/2010,"61,615","11,525"
5,4/22/2010,"19,706","3,974"
6,4/22/2010,"18,909","4,343"
7,4/22/2010,"74,540","16,003"
8,4/22/2010,"44,241","7,344"
9,4/22/2010,"81,707","24,841"
11,4/22/2010,"81,873","17,774"
1,4/21/2010,"53,505","26,665"
2,4/21/2010,"76,224","20,381"
3,4/21/2010,"88,057","33,243"
4,4/21/2010,"59,711","11,123"
5,4/21/2010,"19,046","3,693"
6,4/21/2010,"18,371","4,255"
7,4/21/2010,"70,511","14,631"
8,4/21/2010,"45,360","7,795"
9,4/21/2010,"80,033","24,108"
11,4/21/2010,"79,549","17,435"
1,4/20/2010,"52,971","27,359"
2,4/20/2010,"74,098","20,082"
3,4/20/2010,"85,260","32,913"
4,4/20/2010,"57,281","10,719"
5,4/20/2010,"18,813","3,749"
6,4/20/2010,"18,154","4,213"
7,4/20/2010,"67,211","13,887"
8,4/20/2010,"43,947","7,079"
9,4/20/2010,"79,498","24,383"
11,4/20/2010,"78,198","17,130"
1,4/19/2010,"51,736","28,316"
2,4/19/2010,"69,526","19,942"
3,4/19/2010,"85,391","34,562"
4,4/19/2010,"53,811","10,258"
5,4/19/2010,"17,958","3,600"
6,4/19/2010,"17,839","4,006"
7,4/19/2010,"63,978","13,849"
8,4/19/2010,"38,621","6,077"
9,4/19/2010,"77,763","24,299"
11,4/19/2010,"74,407","17,393"
1,4/18/2010,"41,157","34,115"
2,4/18/2010,"59,569","22,648"
3,4/18/2010,"77,509","43,180"
4,4/18/2010,"50,304","12,117"
5,4/18/2010,"13,643","3,628"
6,4/18/2010,"12,678","4,115"
7,4/18/2010,"50,536","15,339"
8,4/18/2010,"31,553","7,259"
9,4/18/2010,"63,684","30,170"
11,4/18/2010,"64,511","23,012"
1,4/17/2010,"43,221","34,147"
2,4/17/2010,"55,544","22,758"
3,4/17/2010,"80,207","43,706"
4,4/17/2010,"48,286","12,449"
5,4/17/2010,"13,914","3,734"
6,4/17/2010,"14,383","4,434"
7,4/17/2010,"49,833","16,143"
8,4/17/2010,"29,230","7,814"
9,4/17/2010,"70,187","31,024"
11,4/17/2010,"70,369","23,655"
1,4/16/2010,"55,497","31,478"
2,4/16/2010,"74,850","23,119"
3,4/16/2010,"90,063","37,984"
4,4/16/2010,"59,731","12,587"
5,4/16/2010,"18,777","3,970"
6,4/16/2010,"18,845","4,648"
7,4/16/2010,"69,065","16,677"
8,4/16/2010,"42,451","8,080"
9,4/16/2010,"86,465","28,612"
11,4/16/2010,"81,366","20,363"
1,4/15/2010,"56,096","29,120"
2,4/15/2010,"77,679","21,078"
3,4/15/2010,"88,990","34,917"
4,4/15/2010,"59,305","11,420"
5,4/15/2010,"20,109","4,098"
6,4/15/2010,"18,727","4,394"
7,4/15/2010,"73,165","15,705"
8,4/15/2010,"46,239","7,754"
9,4/15/2010,"83,706","25,470"
11,4/15/2010,"81,107","18,062"
1,4/14/2010,"53,960","28,142"
2,4/14/2010,"75,851","20,408"
3,4/14/2010,"86,689","33,701"
4,4/14/2010,"57,493","10,711"
5,4/14/2010,"19,091","3,786"
6,4/14/2010,"18,450","4,281"
7,4/14/2010,"71,443","14,347"
8,4/14/2010,"45,393","7,586"
9,4/14/2010,"82,613","24,290"
11,4/14/2010,"79,421","17,448"
1,4/13/2010,"53,744","27,027"
2,4/13/2010,"71,632","19,684"
3,4/13/2010,"82,793","32,690"
4,4/13/2010,"55,301","10,033"
5,4/13/2010,"18,702","3,569"
6,4/13/2010,"18,019","4,088"
7,4/13/2010,"67,723","13,797"
8,4/13/2010,"42,915","6,702"
9,4/13/2010,"81,988","23,705"
11,4/13/2010,"77,629","16,767"
1,4/12/2010,"51,247","28,110"
2,4/12/2010,"70,691","20,262"
3,4/12/2010,"83,078","33,861"
4,4/12/2010,"53,906","10,054"
5,4/12/2010,"18,700","3,786"
6,4/12/2010,"17,797","4,171"
7,4/12/2010,"67,160","14,736"
8,4/12/2010,"40,622","6,465"
9,4/12/2010,"78,619","24,490"
11,4/12/2010,"75,376","17,590"
1,4/11/2010,"41,624","33,547"
2,4/11/2010,"58,998","22,497"
3,4/11/2010,"75,147","41,764"
4,4/11/2010,"47,825","11,848"
5,4/11/2010,"14,114","3,692"
6,4/11/2010,"12,901","4,358"
7,4/11/2010,"54,889","17,064"
8,4/11/2010,"32,711","8,133"
9,4/11/2010,"69,332","30,521"
11,4/11/2010,"65,763","23,897"
1,4/10/2010,"45,306","34,713"
2,4/10/2010,"57,421","23,833"
3,4/10/2010,"78,217","42,769"
4,4/10/2010,"49,543","12,979"
5,4/10/2010,"14,618","3,815"
6,4/10/2010,"15,074","4,816"
7,4/10/2010,"54,152","17,155"
8,4/10/2010,"29,694","7,776"
9,4/10/2010,"75,748","31,775"
11,4/10/2010,"71,984","24,482"
1,4/9/2010,"54,063","31,250"
2,4/9/2010,"75,465","23,161"
3,4/9/2010,"90,182","37,325"
4,4/9/2010,"59,063","12,440"
5,4/9/2010,"18,093","3,840"
6,4/9/2010,"18,067","4,566"
7,4/9/2010,"70,398","16,532"
8,4/9/2010,"42,061","7,869"
9,4/9/2010,"83,673","27,664"
11,4/9/2010,"81,277","20,180"
1,4/8/2010,"54,509","28,783"
2,4/8/2010,"77,650","21,480"
3,4/8/2010,"87,194","34,468"
4,4/8/2010,"59,589","11,288"
5,4/8/2010,"18,741","3,953"
6,4/8/2010,"18,436","4,700"
7,4/8/2010,"72,609","15,833"
8,4/8/2010,"44,064","7,695"
9,4/8/2010,"84,495","25,008"
11,4/8/2010,"81,053","18,255"
1,4/7/2010,"53,965","28,347"
2,4/7/2010,"74,518","20,643"
3,4/7/2010,"84,819","32,988"
4,4/7/2010,"58,143","11,123"
5,4/7/2010,"19,200","4,331"
6,4/7/2010,"18,889","5,228"
7,4/7/2010,"69,566","14,667"
8,4/7/2010,"43,887","7,834"
9,4/7/2010,"83,027","24,873"
11,4/7/2010,"80,399","18,241"
1,4/6/2010,"50,425","28,448"
2,4/6/2010,"67,114","19,527"
3,4/6/2010,"82,112","33,508"
4,4/6/2010,"51,521","10,151"
5,4/6/2010,"15,069","3,473"
6,4/6/2010,"16,390","4,346"
7,4/6/2010,"63,903","14,347"
8,4/6/2010,"33,991","5,837"
9,4/6/2010,"79,646","24,796"
11,4/6/2010,"72,641","17,950"
1,4/5/2010,"51,115","30,193"
2,4/5/2010,"67,323","20,827"
3,4/5/2010,"87,028","36,443"
4,4/5/2010,"51,434","10,670"
5,4/5/2010,"14,144","3,566"
6,4/5/2010,"15,908","4,209"
7,4/5/2010,"62,136","14,540"
8,4/5/2010,"29,841","5,424"
9,4/5/2010,"82,205","27,977"
11,4/5/2010,"71,252","20,128"
1,4/4/2010,"43,161","35,244"
2,4/4/2010,"57,913","23,772"
3,4/4/2010,"82,268","44,802"
4,4/4/2010,"50,853","12,576"
5,4/4/2010,"12,962","4,084"
6,4/4/2010,"12,873","5,129"
7,4/4/2010,"50,424","16,328"
8,4/4/2010,"27,992","7,561"
9,4/4/2010,"80,401","34,005"
11,4/4/2010,"71,522","27,300"
1,4/3/2010,"41,234","34,913"
2,4/3/2010,"48,422","22,491"
3,4/3/2010,"72,709","42,330"
4,4/3/2010,"43,722","12,813"
5,4/3/2010,"13,048","3,840"
6,4/3/2010,"14,582","4,820"
7,4/3/2010,"47,206","16,758"
8,4/3/2010,"27,613","8,134"
9,4/3/2010,"68,814","31,720"
11,4/3/2010,"66,980","24,695"
1,4/2/2010,"49,048","32,541"
2,4/2/2010,"64,010","22,466"
3,4/2/2010,"81,791","38,911"
4,4/2/2010,"51,834","12,801"
5,4/2/2010,"17,373","4,192"
6,4/2/2010,"17,142","5,078"
7,4/2/2010,"61,045","16,576"
8,4/2/2010,"35,463","7,714"
9,4/2/2010,"77,583","29,861"
11,4/2/2010,"76,565","22,511"
1,4/1/2010,"55,116","31,185"
2,4/1/2010,"74,739","22,823"
3,4/1/2010,"89,207","36,506"
4,4/1/2010,"57,772","12,217"
5,4/1/2010,"17,711","3,991"
6,4/1/2010,"17,368","4,562"
7,4/1/2010,"71,827","16,697"
8,4/1/2010,"46,539","8,923"
9,4/1/2010,"85,741","27,878"
11,4/1/2010,"83,369","21,089"
1,3/31/2010,"51,288","28,656"
2,3/31/2010,"68,009","20,416"
3,3/31/2010,"82,824","34,219"
4,3/31/2010,"51,522","10,638"
5,3/31/2010,"15,310","3,311"
6,3/31/2010,"16,947","4,064"
7,3/31/2010,"66,433","15,139"
8,3/31/2010,"34,325","5,962"
9,3/31/2010,"82,687","25,911"
11,3/31/2010,"74,886","18,481"
1,3/30/2010,"47,787","26,275"
2,3/30/2010,"59,578","17,715"
3,3/30/2010,"68,755","28,710"
4,3/30/2010,"42,188","8,415"
5,3/30/2010,"13,108","2,849"
6,3/30/2010,"15,286","3,533"
7,3/30/2010,"60,784","13,424"
8,3/30/2010,"30,926","5,327"
9,3/30/2010,"77,101","22,028"
11,3/30/2010,"66,136","15,758"
1,3/29/2010,"47,716","27,484"
2,3/29/2010,"65,765","19,276"
3,3/29/2010,"79,688","32,250"
4,3/29/2010,"48,850","9,452"
5,3/29/2010,"15,878","3,270"
6,3/29/2010,"15,374","3,569"
7,3/29/2010,"63,081","13,900"
8,3/29/2010,"37,105","6,432"
9,3/29/2010,"80,396","23,970"
11,3/29/2010,"70,976","17,502"
1,3/28/2010,"38,161","32,321"
2,3/28/2010,"49,735","20,779"
3,3/28/2010,"70,915","39,635"
4,3/28/2010,"41,088","10,376"
5,3/28/2010,"11,544","3,332"
6,3/28/2010,"11,558","3,767"
7,3/28/2010,"47,479","15,446"
8,3/28/2010,"27,496","7,262"
9,3/28/2010,"65,192","29,026"
11,3/28/2010,"64,019","23,760"
1,3/27/2010,"43,913","35,067"
2,3/27/2010,"54,815","23,525"
3,3/27/2010,"75,871","42,408"
4,3/27/2010,"46,278","12,453"
5,3/27/2010,"13,170","3,643"
6,3/27/2010,"14,814","4,714"
7,3/27/2010,"52,732","17,404"
8,3/27/2010,"27,450","7,244"
9,3/27/2010,"72,903","32,035"
11,3/27/2010,"72,801","24,978"
1,3/26/2010,"54,367","31,278"
2,3/26/2010,"73,153","23,604"
3,3/26/2010,"91,436","36,793"
4,3/26/2010,"55,834","12,251"
5,3/26/2010,"18,442","4,044"
6,3/26/2010,"18,852","4,715"
7,3/26/2010,"69,979","16,780"
8,3/26/2010,"40,870","7,854"
9,3/26/2010,"84,782","28,463"
11,3/26/2010,"83,026","20,483"
1,3/25/2010,"53,693","28,250"
2,3/25/2010,"75,966","21,668"
3,3/25/2010,"88,843","34,064"
4,3/25/2010,"55,898","10,631"
5,3/25/2010,"18,801","3,903"
6,3/25/2010,"18,831","4,512"
7,3/25/2010,"72,682","15,619"
8,3/25/2010,"44,485","7,637"
9,3/25/2010,"83,823","24,835"
11,3/25/2010,"81,219","18,223"
1,3/24/2010,"52,411","27,770"
2,3/24/2010,"72,816","20,249"
3,3/24/2010,"83,253","32,690"
4,3/24/2010,"55,150","10,291"
5,3/24/2010,"18,335","3,648"
6,3/24/2010,"18,266","4,131"
7,3/24/2010,"70,712","15,038"
8,3/24/2010,"42,916","6,865"
9,3/24/2010,"81,703","24,067"
11,3/24/2010,"79,044","17,183"
1,3/23/2010,"50,631","26,724"
2,3/23/2010,"69,424","19,195"
3,3/23/2010,"81,875","32,048"
4,3/23/2010,"47,597","9,210"
5,3/23/2010,"18,591","3,528"
6,3/23/2010,"17,709","3,906"
7,3/23/2010,"67,937","13,959"
8,3/23/2010,"41,375","6,579"
9,3/23/2010,"78,371","22,371"
11,3/23/2010,"75,960","16,384"
1,3/22/2010,"48,940","27,610"
2,3/22/2010,"67,018","19,473"
3,3/22/2010,"80,479","32,218"
4,3/22/2010,"49,239","9,435"
5,3/22/2010,"17,414","3,547"
6,3/22/2010,"17,211","3,871"
7,3/22/2010,"64,803","14,350"
8,3/22/2010,"39,395","6,581"
9,3/22/2010,"75,799","22,910"
11,3/22/2010,"72,673","16,860"
1,3/21/2010,"41,733","35,054"
2,3/21/2010,"58,870","23,214"
3,3/21/2010,"77,839","43,396"
4,3/21/2010,"48,826","12,118"
5,3/21/2010,"14,783","4,121"
6,3/21/2010,"13,967","4,715"
7,3/21/2010,"56,065","17,506"
8,3/21/2010,"32,705","7,937"
9,3/21/2010,"71,462","31,454"
11,3/21/2010,"67,320","23,830"
1,3/20/2010,"46,056","37,338"
2,3/20/2010,"60,881","25,981"
3,3/20/2010,"77,158","43,986"
4,3/20/2010,"50,667","14,514"
5,3/20/2010,"15,668","4,669"
6,3/20/2010,"16,655","5,607"
7,3/20/2010,"56,774","18,325"
8,3/20/2010,"32,220","8,891"
9,3/20/2010,"75,434","33,798"
11,3/20/2010,"74,364","24,958"
1,3/19/2010,"55,370","32,786"
2,3/19/2010,"75,451","24,453"
3,3/19/2010,"90,073","38,002"
4,3/19/2010,"59,084","13,231"
5,3/19/2010,"19,716","4,415"
6,3/19/2010,"19,707","5,067"
7,3/19/2010,"72,598","17,931"
8,3/19/2010,"42,951","8,430"
9,3/19/2010,"86,321","29,799"
11,3/19/2010,"82,740","20,509"
1,3/18/2010,"53,623","29,263"
2,3/18/2010,"76,826","22,054"
3,3/18/2010,"87,301","34,300"
4,3/18/2010,"59,502","11,558"
5,3/18/2010,"19,392","3,950"
6,3/18/2010,"19,257","4,762"
7,3/18/2010,"74,944","16,602"
8,3/18/2010,"46,463","8,015"
9,3/18/2010,"83,308","24,969"
11,3/18/2010,"81,719","17,913"
1,3/17/2010,"52,565","28,779"
2,3/17/2010,"71,082","20,872"
3,3/17/2010,"83,207","33,071"
4,3/17/2010,"53,083","10,154"
5,3/17/2010,"19,356","3,974"
6,3/17/2010,"18,119","4,441"
7,3/17/2010,"66,881","15,184"
8,3/17/2010,"42,431","7,036"
9,3/17/2010,"78,732","24,520"
11,3/17/2010,"78,311","17,127"
1,3/16/2010,"51,434","28,475"
2,3/16/2010,"73,040","20,708"
3,3/16/2010,"81,909","32,762"
4,3/16/2010,"53,893","10,137"
5,3/16/2010,"19,158","3,703"
